#,Step,Step Title,Sub-step,Sub-step Title,Problem,Difficulty,Tag,Status,Date Solved,Revision,Notes,BLOG,YT,LC,GFG,CN,TUF,Alt Link,Alt Source,LC (suggested),LC Suggested By,Solution PDF page,Origin
225,9,"Step 9: Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",4,4. Implementation Problems,Sliding Window maximum,Hard,"Queue, Heap, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/sliding-window-maximum/,https://www.youtube.com/watch?v=NwBvene4Imo,https://leetcode.com/problems/sliding-window-maximum/,https://www.geeksforgeeks.org/problems/maximum-of-all-subarrays-of-size-k3101/1,https://www.codingninjas.com/studio/problems/sliding-maximum-_701652,https://takeuforward.org/plus/dsa/problems/sliding-window-maximum,,,,,822,takeuforward roadmap
226,9,"Step 9: Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",4,4. Implementation Problems,Stock span problem,Medium,"Stack, Data Structures",Not Started,,,,,https://www.youtube.com/watch?v=eay-zoSRkVc,https://leetcode.com/problems/online-stock-span/,https://www.geeksforgeeks.org/problems/stock-span-problem-1587115621/1,https://www.codingninjas.com/studio/problems/stock-span_5243295,https://takeuforward.org/plus/dsa/problems/stock-span-problem,,,,,828,takeuforward roadmap
227,9,"Step 9: Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",4,4. Implementation Problems,The Celebrity Problem,Hard,"Stack, Queue, Two Pointer, Data Structures",Not Started,,,,,https://www.youtube.com/watch?v=cEadsbTeze4,https://leetcode.com/problems/find-the-celebrity,https://www.geeksforgeeks.org/problems/the-celebrity-problem/1,https://www.codingninjas.com/studio/problems/the-celebrity-problem_982769,https://takeuforward.org/plus/dsa/problems/celebrity-problem,,,,,833,takeuforward roadmap
228,9,"Step 9: Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",4,4. Implementation Problems,LRU cache (IMPORTANT),Hard,"Linked List, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/implement-lru-cache/,https://www.youtube.com/watch?v=z9bJUPxzFOw,https://leetcode.com/problems/lru-cache/,https://www.geeksforgeeks.org/problems/lru-cache/1,https://www.codingninjas.com/studio/problems/lru-cache-implementation_670276,https://takeuforward.org/plus/dsa/problems/lru-cache,,,,,846,takeuforward roadmap
229,9,"Step 9: Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]",4,4. Implementation Problems,LFU cache,Hard,"Linked List, Data Structures",Not Started,,,,,https://www.youtube.com/watch?v=0PSB9y8ehbk,https://leetcode.com/problems/lfu-cache/,https://www.geeksforgeeks.org/problems/lfu-cache-1665050355/1,https://www.codingninjas.com/codestudio/problems/lfu-cache_8381892,https://takeuforward.org/plus/dsa/problems/lfu-cache,,,,,846,takeuforward roadmap
230,10,Step 10: Sliding Window & Two Pointer Combined Problems,1,1. Medium Problems,Longest Substring Without Repeating Characters,Medium,"String, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/length-of-longest-substring-without-any-repeating-character/,https://www.youtube.com/watch?v=-zSxTJkcdAo,https://leetcode.com/problems/longest-substring-without-repeating-characters/,https://www.geeksforgeeks.org/problems/length-of-the-longest-substring3036/1,https://www.codingninjas.com/studio/problems/longest-substring-without-repeating-characters_630418,https://takeuforward.org/plus/dsa/problems/longest-substring-without-repeating-characters,,,,,855,takeuforward roadmap
231,10,Step 10: Sliding Window & Two Pointer Combined Problems,1,1. Medium Problems,Max Consecutive Ones III,Medium,"Arrays, Binary Search, Data Structures",Not Started,,,,,https://www.youtube.com/watch?v=3E4JBHSLpYk,https://leetcode.com/problems/max-consecutive-ones-iii/,https://www.geeksforgeeks.org/problems/longest-consecutive-1s-1587115620/1,https://www.codingninjas.com/studio/problems/maximum-consecutive-ones_892994,https://takeuforward.org/plus/dsa/problems/max-consecutive-ones-iii,,,,,859,takeuforward roadmap
232,10,Step 10: Sliding Window & Two Pointer Combined Problems,1,1. Medium Problems,Fruit Into Baskets,Medium,"Arrays, Hashing, Data Structures",Not Started,,,,,https://www.youtube.com/watch?v=e3bs0uA1NhQ,,https://www.geeksforgeeks.org/problems/fruit-into-baskets-1663137462/1,https://www.codingninjas.com/studio/problems/fruits-and-baskets_985356,https://takeuforward.org/plus/dsa/problems/fruit-into-baskets,,,,,865,takeuforward roadmap
233,10,Step 10: Sliding Window & Two Pointer Combined Problems,1,1. Medium Problems,longest repeating character replacement,Medium,"String, Hashing",Not Started,,,,,https://www.youtube.com/watch?v=_eNhaDCr6P0,https://leetcode.com/problems/longest-repeating-character-replacement/,https://www.geeksforgeeks.org/problems/longest-repeating-character-replacement/1,https://www.codingninjas.com/studio/problems/longest-repeating-substring_980523,https://takeuforward.org/plus/dsa/problems/longest-repeating-character-replacement,,,,,871,takeuforward roadmap
234,10,Step 10: Sliding Window & Two Pointer Combined Problems,1,1. Medium Problems,Binary subarray with sum,Easy,"Arrays, Data Structures, Hashing",Not Started,,,,,https://www.youtube.com/watch?v=XnMdNUkX6VM,https://leetcode.com/problems/binary-subarrays-with-sum/,https://www.geeksforgeeks.org/problems/binary-subarray-with-sum/1,https://www.codingninjas.com/studio/problems/count-substrings-with-k-ones_3128698,https://takeuforward.org/plus/dsa/problems/binary-subarrays-with-sum,,,,,876,takeuforward roadmap
235,10,Step 10: Sliding Window & Two Pointer Combined Problems,1,1. Medium Problems,Count number of nice subarrays,Medium,"Arrays, Hashing, Maths",Not Started,,,,,https://www.youtube.com/watch?v=j_QOv9OT9Og,https://leetcode.com/problems/count-number-of-nice-subarrays/,https://www.geeksforgeeks.org/problems/count-subarray-with-k-odds/1,https://www.codingninjas.com/studio/problems/count-distinct-subarrays-with-at-most-k-odd-elements_1069335,https://takeuforward.org/plus/dsa/problems/count-number-of-nice-subarrays,,,,,882,takeuforward roadmap
236,10,Step 10: Sliding Window & Two Pointer Combined Problems,1,1. Medium Problems,Number of substring containing all three characters,Medium,"Hashing, String, Data Structures",Not Started,,,,,https://www.youtube.com/watch?v=xtqN4qlgr8s,https://leetcode.com/problems/number-of-substrings-containing-all-three-characters/,https://www.geeksforgeeks.org/problems/count-substring/1,https://www.codingninjas.com/studio/problems/count-substring-with-abc_8160465,https://takeuforward.org/plus/dsa/problems/number-of-substrings-containing-all-three-characters,,,,,890,takeuforward roadmap
237,10,Step 10: Sliding Window & Two Pointer Combined Problems,1,1. Medium Problems,Maximum point you can obtain from cards,Medium,"Arrays, Data Structures",Not Started,,,,,https://www.youtube.com/watch?v=pBWCOCS636U,https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards/,https://www.geeksforgeeks.org/problems/maximum-point-you-can-obtain-from-cards/1,https://www.codingninjas.com/codestudio/problems/maximum-points-from-cards_8391016,https://takeuforward.org/plus/dsa/problems/maximum-points-you-can-obtain-from-cards-,,,,,896,takeuforward roadmap
238,10,Step 10: Sliding Window & Two Pointer Combined Problems,2,2. Hard Problems,Longest Substring with At Most K Distinct Characters,Medium,"String, Data Structures",Not Started,,,,,https://www.youtube.com/watch?v=teM9ZsVRQyc,https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters/,https://www.geeksforgeeks.org/problems/longest-k-unique-characters-substring0853/1,https://www.codingninjas.com/studio/problems/longest-substring-with-at-most-k-distinct-characters_2221410,https://takeuforward.org/plus/dsa/problems/longest-substring-with-at-most-k-distinct-characters,,,,,903,takeuforward roadmap
239,10,Step 10: Sliding Window & Two Pointer Combined Problems,2,2. Hard Problems,Subarray with k different integers,Hard,"Arrays, Hashing, Data Structures",Not Started,,,,,https://www.youtube.com/watch?v=7wYGbV_LsX4,https://leetcode.com/problems/subarrays-with-k-different-integers/,https://www.geeksforgeeks.org/problems/subarrays-with-k-different-integers/1,https://www.codingninjas.com/studio/problems/subarrays-with-at-most-%E2%80%98k%E2%80%99-distinct-values_1473804,,,,,,909,takeuforward roadmap
240,10,Step 10: Sliding Window & Two Pointer Combined Problems,2,2. Hard Problems,Minimum Window Substring,Hard,"String, Data Structures",Not Started,,,,,https://www.youtube.com/watch?v=WJaij9ffOIY,https://leetcode.com/problems/minimum-window-substring/,https://practice.geeksforgeeks.org/problems/smallest-window-in-a-string-containing-all-the-characters-of-another-string-1587115621/1,https://www.codingninjas.com/studio/problems/minimum-window-substring_1215004,https://takeuforward.org/plus/dsa/problems/minimum-window-substring-,,,,,925,takeuforward roadmap
241,10,Step 10: Sliding Window & Two Pointer Combined Problems,2,2. Hard Problems,Minimum Window Subsequence,Hard,"String, Data Structures",Not Started,,,,,,https://leetcode.com/problems/minimum-window-subsequence/,https://www.geeksforgeeks.org/problems/minimum-window-subsequence/1,https://www.codingninjas.com/studio/problems/minimum-window-subsequence_2181133,,,,,,925,takeuforward roadmap
242,11,"Step 11: Heaps [Learning, Medium, Hard Problems]",1,1. Learning,Introduction to Priority Queues using Binary Heaps,Medium,"Queue, Heap",Not Started,,,,,,,https://www.geeksforgeeks.org/problems/implementation-of-priority-queue-using-binary-heap/1,https://www.codingninjas.com/studio/problems/implement-a-priority-queue-_1743878,,,,,,936,takeuforward roadmap
243,11,"Step 11: Heaps [Learning, Medium, Hard Problems]",1,1. Learning,Min Heap and Max Heap Implementation,Medium,"Heap, Data Structures",Not Started,,,,,,,https://www.geeksforgeeks.org/problems/operations-on-binary-min-heap/1,https://www.codingninjas.com/studio/problems/min-heap-implementation_5480527,https://takeuforward.org/plus/dsa/problems/implement-min-heap,,,,,952,takeuforward roadmap
244,11,"Step 11: Heaps [Learning, Medium, Hard Problems]",1,1. Learning,Check if an array represents a min-heap or not,Medium,"Arrays, Heap, Data Structures",Not Started,,,,,,,https://www.geeksforgeeks.org/problems/does-array-represent-heap4345/1,https://www.codingninjas.com/studio/problems/is-heap-possible-from-the-array,https://takeuforward.org/plus/dsa/problems/check-if-an-array-represents-a-min-heap-,,,,,957,takeuforward roadmap
245,11,"Step 11: Heaps [Learning, Medium, Hard Problems]",1,1. Learning,Convert min Heap to max Heap,Medium,"Heap, Data Structures",Not Started,,,,,,,https://www.geeksforgeeks.org/problems/convert-min-heap-to-max-heap-1666385109/1,https://www.codingninjas.com/codestudio/problems/convert-min-heap-to-max-heap_1381084,https://takeuforward.org/plus/dsa/problems/convert-min-heap-to-max-heap,,,,,959,takeuforward roadmap
246,11,"Step 11: Heaps [Learning, Medium, Hard Problems]",2,2. Medium Problems,Kth largest element in an array [use priority queue],Easy,"Arrays, Data Structures, Heap",Not Started,,,,https://takeuforward.org/data-structure/kth-largest-smallest-element-in-an-array/,,https://leetcode.com/problems/kth-largest-element-in-an-array/,https://www.geeksforgeeks.org/problems/k-largest-elements4206/1,https://www.codingninjas.com/codestudio/problems/k-largest-elements_796005,https://takeuforward.org/plus/dsa/problems/k-th-largest-element-in-an-array,,,,,,takeuforward roadmap
247,11,"Step 11: Heaps [Learning, Medium, Hard Problems]",2,2. Medium Problems,Kth smallest element in an array [use priority queue],Easy,"Arrays, Heap, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/kth-largest-smallest-element-in-an-array/,,,https://www.geeksforgeeks.org/problems/kth-smallest-element5635/1,https://www.codingninjas.com/studio/problems/merge-k-sorted-arrays_975379,,,,,,962,takeuforward roadmap
248,11,"Step 11: Heaps [Learning, Medium, Hard Problems]",2,2. Medium Problems,Sort K sorted array,Easy,"Arrays, Sorting, Data Structures",Not Started,,,,,,,https://www.geeksforgeeks.org/problems/merge-k-sorted-arrays/1,,,,,https://leetcode.com/problems/merge-k-sorted-lists,codolio,966,takeuforward roadmap
249,11,"Step 11: Heaps [Learning, Medium, Hard Problems]",2,2. Medium Problems,Merge M sorted Lists,Hard,"Arrays, Heap, Data Structures, Linked List",Not Started,,,,,,https://leetcode.com/problems/merge-k-sorted-lists/,https://www.geeksforgeeks.org/problems/merge-k-sorted-linked-lists/1,https://www.codingninjas.com/studio/problems/merge-k-sorted-lists_992772,,,,,,970,takeuforward roadmap
250,11,"Step 11: Heaps [Learning, Medium, Hard Problems]",2,2. Medium Problems,Replace each array element by its corresponding rank,Easy,"Arrays, Hashing, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/replace-elements-by-its-rank-in-the-array/,,,https://www.geeksforgeeks.org/problems/replace-elements-by-its-rank-in-the-array/1,https://www.codingninjas.com/studio/problems/replace-each-element-of-array-with-its-corresponding-rank_975384,,,,,,,takeuforward roadmap
251,11,"Step 11: Heaps [Learning, Medium, Hard Problems]",2,2. Medium Problems,Task Scheduler,Medium,"Arrays, Hashing, Greedy, Sorting, Heap",Not Started,,,,,,https://leetcode.com/problems/task-scheduler/,https://www.geeksforgeeks.org/problems/task-scheduler/1,https://www.codingninjas.com/studio/problems/task-scheduler_1070424,,,,,,984,takeuforward roadmap
252,11,"Step 11: Heaps [Learning, Medium, Hard Problems]",2,2. Medium Problems,Hands of Straights,Medium,"Arrays, Hashing, Greedy, Sorting, Data Structures",Not Started,,,,,,https://leetcode.com/problems/hand-of-straights/,,https://www.codingninjas.com/studio/problems/groups-in-ninja-land._1459215,,,,,,988,takeuforward roadmap
253,11,"Step 11: Heaps [Learning, Medium, Hard Problems]",3,3. Hard Problems,Design twitter,Medium,"Hashing, Linked List, Heap",Not Started,,,,,,https://leetcode.com/problems/design-twitter/,https://practice.geeksforgeeks.org/problems/design-twitter/1,https://www.codingninjas.com/codestudio/problems/design-twitter_8380711,,,,,,992,takeuforward roadmap
254,11,"Step 11: Heaps [Learning, Medium, Hard Problems]",3,3. Hard Problems,Connect `n` ropes with minimal cost,Medium,"Arrays, Heap, Data Structures",Not Started,,,,,,,https://www.geeksforgeeks.org/problems/rod-cutting0840/1,https://www.codingninjas.com/studio/problems/connect-n-ropes-with-minimum-cost_625783,,,,,,997,takeuforward roadmap
255,11,"Step 11: Heaps [Learning, Medium, Hard Problems]",3,3. Hard Problems,Kth largest element in a stream of running integers,Easy,"Binary Search Tree, Heap, Data Structures",Not Started,,,,,,https://leetcode.com/problems/kth-largest-element-in-a-stream/,https://www.geeksforgeeks.org/problems/kth-largest-element-in-a-stream2220/1,https://www.codingninjas.com/studio/problems/kth-largest-element-in-a-stream_800301,https://takeuforward.org/plus/dsa/problems/kth-largest-element-in-a-stream-of-running-integers,,,,,1002,takeuforward roadmap
256,11,"Step 11: Heaps [Learning, Medium, Hard Problems]",3,3. Hard Problems,Maximum Sum Combination,Medium,"Arrays, Sorting, Heap, Data Structures",Not Started,,,,,,,https://www.geeksforgeeks.org/problems/maximum-sum-combination/1,https://www.codingninjas.com/studio/problems/median-in-a-stream_975268,,https://www.interviewbit.com/problems/maximum-sum-combinations/,InterviewBit,,,1005,takeuforward roadmap
257,11,"Step 11: Heaps [Learning, Medium, Hard Problems]",3,3. Hard Problems,Find Median from Data Stream,Hard,"Two Pointer, Sorting, Heap, Data Structures",Not Started,,,,,,https://leetcode.com/problems/find-median-from-data-stream/,https://www.geeksforgeeks.org/problems/find-median-in-a-stream-1587115620/1,https://www.codingninjas.com/studio/problems/median-in-a-stream_975268,,,,,,1013,takeuforward roadmap
258,11,"Step 11: Heaps [Learning, Medium, Hard Problems]",3,3. Hard Problems,K most frequent elements,Medium,"Arrays, Hashing, Sorting, Heap, Data Structures",Not Started,,,,,,https://leetcode.com/problems/top-k-frequent-elements/,https://www.geeksforgeeks.org/problems/top-k-frequent-elements-in-array/1,https://www.codingninjas.com/studio/problems/k-most-frequent-elements_3167808,,,,,,1024,takeuforward roadmap
259,12,"Step 12: Greedy Algorithms [Easy, Medium/Hard]",1,1. Easy Problems,Assign Cookies,Easy,"Arrays, Two Pointer, Greedy, Data Structures, Sorting",Not Started,,,,https://takeuforward.org/Greedy/assign-cookies,https://www.youtube.com/watch?v=DIX2p7vb9co,https://leetcode.com/problems/assign-cookies/,https://www.geeksforgeeks.org/problems/assign-cookies/1,https://www.codingninjas.com/codestudio/problems/assign-cookies_8390826,https://takeuforward.org/plus/dsa/problems/assign-cookies,,,,,1036,takeuforward roadmap
260,12,"Step 12: Greedy Algorithms [Easy, Medium/Hard]",1,1. Easy Problems,Fractional Knapsack Problem,Medium,"Greedy, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/fractional-knapsack-problem-greedy-approach/,https://www.youtube.com/watch?v=1ibsQrnuEEg,,https://www.geeksforgeeks.org/problems/fractional-knapsack-1587115620/1,https://www.codingninjas.com/studio/problems/fractional-knapsack_975286,,https://practice.geeksforgeeks.org/problems/fractional-knapsack-1587115620/1,GeeksForGeeks,,,,takeuforward roadmap
261,12,"Step 12: Greedy Algorithms [Easy, Medium/Hard]",1,1. Easy Problems,Greedy algorithm to find minimum number of coins,Medium,"Greedy, Arrays, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/find-minimum-number-of-coins/,https://www.youtube.com/watch?v=mVg9CfJvayM,,https://www.geeksforgeeks.org/problems/-minimum-number-of-coins4426/1,https://www.codingninjas.com/studio/problems/find-minimum-number-of-coins_975277,,https://www.geeksforgeeks.org/find-minimum-number-of-coins-that-make-a-change/,GeeksForGeeks,,,,takeuforward roadmap
262,12,"Step 12: Greedy Algorithms [Easy, Medium/Hard]",1,1. Easy Problems,Lemonade Change,Easy,"Arrays, Greedy, Data Structures",Not Started,,,,https://takeuforward.org/Greedy/lemonade-change,https://www.youtube.com/watch?v=n_tmibEhO6Q,https://leetcode.com/problems/lemonade-change/,https://www.geeksforgeeks.org/problems/lemonade-change/1,https://www.codingninjas.com/codestudio/problems/lemonade-change_8224112,https://takeuforward.org/plus/dsa/problems/lemonade-change,,,,,1048,takeuforward roadmap
263,12,"Step 12: Greedy Algorithms [Easy, Medium/Hard]",1,1. Easy Problems,Valid Paranthesis Checker,Medium,"Stack, String, Data Structures",Not Started,,,,,https://www.youtube.com/watch?v=cHT6sG_hUZI,https://leetcode.com/problems/valid-parenthesis-string/,https://www.geeksforgeeks.org/problems/parenthesis-checker2744/1,https://www.codingninjas.com/studio/problems/balanced-parentheses_8162202,https://takeuforward.org/plus/dsa/problems/valid-paranthesis-checker,,,,,1051,takeuforward roadmap
264,12,"Step 12: Greedy Algorithms [Easy, Medium/Hard]",2,2. Medium/Hard,N meetings in one room,Medium,"Arrays, Greedy, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/n-meetings-in-one-room/,https://www.youtube.com/watch?v=mKfhTotEguk,,https://www.geeksforgeeks.org/problems/n-meetings-in-one-room-1587115620/1,https://www.codingninjas.com/studio/problems/maximum-meetings_1062658,https://takeuforward.org/plus/dsa/problems/n-meetings-in-one-room,https://practice.geeksforgeeks.org/problems/n-meetings-in-one-room-1587115620/1,GeeksForGeeks,,,1056,takeuforward roadmap
265,12,"Step 12: Greedy Algorithms [Easy, Medium/Hard]",2,2. Medium/Hard,Jump Game,Medium,"Arrays, Dynamic Programming, Greedy, Data Structures",Not Started,,,,https://takeuforward.org/Greedy/jump-game-i,https://www.youtube.com/watch?v=tZAa_jJ3SwQ,https://leetcode.com/problems/jump-game/,https://www.geeksforgeeks.org/problems/jump-game/1,https://www.codingninjas.com/studio/problems/jump-game_3164697,https://takeuforward.org/plus/dsa/problems/jump-game---i,,,,,1059,takeuforward roadmap
266,12,"Step 12: Greedy Algorithms [Easy, Medium/Hard]",2,2. Medium/Hard,Jump Game 2,Medium,"Arrays, Dynamic Programming, Greedy, Data Structures",Not Started,,,,,https://www.youtube.com/watch?v=7SBVnw7GSTk,https://leetcode.com/problems/jump-game-ii/,https://www.geeksforgeeks.org/problems/minimum-number-of-jumps-1587115620/1,https://www.codingninjas.com/studio/problems/jump-game_893178,,,,,,1061,takeuforward roadmap
267,12,"Step 12: Greedy Algorithms [Easy, Medium/Hard]",2,2. Medium/Hard,Minimum number of platforms required for a railway,Medium,"Arrays, Greedy, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/minimum-number-of-platforms-required-for-a-railway/,https://www.youtube.com/watch?v=AsGzwR_FWok,,https://www.geeksforgeeks.org/problems/minimum-platforms-1587115620/1,https://www.codingninjas.com/studio/problems/minimum-number-of-platforms_799400,https://takeuforward.org/plus/dsa/problems/minimum-number-of-platforms-required-for-a-railway,https://practice.geeksforgeeks.org/problems/minimum-platforms-1587115620/1,GeeksForGeeks,,,1068,takeuforward roadmap
268,12,"Step 12: Greedy Algorithms [Easy, Medium/Hard]",2,2. Medium/Hard,Job sequencing Problem,Medium,"Greedy, Data Structures, Arrays",Not Started,,,,https://takeuforward.org/data-structure/job-sequencing-problem/,https://www.youtube.com/watch?v=QbwltemZbRg,,https://www.geeksforgeeks.org/problems/job-sequencing-problem-1587115620/1,https://www.codingninjas.com/studio/problems/job-sequencing-problem_1169460,https://takeuforward.org/plus/dsa/problems/job-sequencing-problem,https://practice.geeksforgeeks.org/problems/job-sequencing-problem-1587115620/1,GeeksForGeeks,,,1073,takeuforward roadmap
269,12,"Step 12: Greedy Algorithms [Easy, Medium/Hard]",2,2. Medium/Hard,Candy,Hard,"Arrays, Greedy",Not Started,,,,,https://www.youtube.com/watch?v=IIqVFvKE6RY,https://leetcode.com/problems/candy/,https://www.geeksforgeeks.org/problems/candy/1,https://www.codingninjas.com/studio/problems/candies_893290,https://takeuforward.org/plus/dsa/problems/candy,,,,,,takeuforward roadmap
270,12,"Step 12: Greedy Algorithms [Easy, Medium/Hard]",2,2. Medium/Hard,Program for Shortest Job First (or SJF) CPU Scheduling,Medium,"Hashing, Data Structures",Not Started,,,,https://takeuforward.org/Greedy/shortest-job-first-or-sjf-cpu-scheduling,https://www.youtube.com/watch?v=3-QbX1iDbXs,,https://www.geeksforgeeks.org/problems/shortest-job-first/1,https://www.codingninjas.com/studio/problems/sjf_1172165,https://takeuforward.org/plus/dsa/problems/shortest-job-first,,,,,1084,takeuforward roadmap
271,12,"Step 12: Greedy Algorithms [Easy, Medium/Hard]",2,2. Medium/Hard,Program for Least Recently Used (LRU) Page Replacement Algorithm,Medium,"Hashing, Data Structures",Not Started,,,,,,,https://www.geeksforgeeks.org/problems/page-faults-in-lru5603/1,,,,,,,1087,takeuforward roadmap
272,12,"Step 12: Greedy Algorithms [Easy, Medium/Hard]",2,2. Medium/Hard,Insert Interval,Medium,"Arrays, Data Structures",Not Started,,,,https://takeuforward.org/?s=Insert+Interval,https://www.youtube.com/watch?v=xxRE-46OCC8,https://leetcode.com/problems/insert-interval/,https://www.geeksforgeeks.org/problems/insert-interval-1666733333/1,https://www.codingninjas.com/studio/problems/-insert-interval_285893,https://takeuforward.org/plus/dsa/problems/insert-interval,,,,,1091,takeuforward roadmap
273,12,"Step 12: Greedy Algorithms [Easy, Medium/Hard]",2,2. Medium/Hard,Merge Intervals,Medium,"Arrays, Sorting, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/merge-overlapping-sub-intervals/,https://www.youtube.com/watch?v=2JzRBPFYbKE,https://leetcode.com/problems/merge-intervals/,https://www.geeksforgeeks.org/problems/overlapping-intervals--170633/1,https://www.codingninjas.com/studio/problems/merge-intervals_699917,,,,,,1096,takeuforward roadmap
274,12,"Step 12: Greedy Algorithms [Easy, Medium/Hard]",2,2. Medium/Hard,Non-overlapping Intervals,Medium,"Arrays, Greedy, Sorting, Data Structures",Not Started,,,,,https://www.youtube.com/watch?v=HDHQ8lAWakY,https://leetcode.com/problems/non-overlapping-intervals/,https://www.geeksforgeeks.org/problems/non-overlapping-intervals/1,https://www.codingninjas.com/studio/problems/non-overlapping-intervals_3169341,https://takeuforward.org/plus/dsa/problems/non-overlapping-intervals,,,,,1100,takeuforward roadmap
275,13,"Step 13: Binary Trees [Traversals, Medium and Hard Problems]",1,1. Traversals,Introduction to Trees,Easy,"Binary Tree, Data Structures",Not Started,,,,https://takeuforward.org/binary-tree/introduction-to-trees/,https://www.youtube.com/watch?v=_ANrF3FJm7I,,https://www.geeksforgeeks.org/problems/introduction-to-trees/1,https://www.codingninjas.com/studio/problems/number-of-nodes_8162204,,,,,,1106,takeuforward roadmap
276,13,"Step 13: Binary Trees [Traversals, Medium and Hard Problems]",1,1. Traversals,Binary Tree Representation in C++,Easy,"Binary Tree, Data Structures",Not Started,,,,https://takeuforward.org/binary-tree/binary-tree-representation-in-c/,https://www.youtube.com/watch?v=ctCpP0RFDFc,,https://www.geeksforgeeks.org/problems/binary-tree-representation/1,https://www.codingninjas.com/codestudio/problems/create-binary-tree_8360671,,,,,,1115,takeuforward roadmap
277,13,"Step 13: Binary Trees [Traversals, Medium and Hard Problems]",1,1. Traversals,Binary Tree Representation in Java,Easy,"Binary Tree, Data Structures",Not Started,,,,https://takeuforward.org/binary-tree/binary-tree-representation-in-java/,https://www.youtube.com/watch?v=hyLyW7rP24I,,https://www.geeksforgeeks.org/problems/binary-tree-representation/1,https://www.codingninjas.com/codestudio/problems/create-binary-tree_8360671,,,,,,1115,takeuforward roadmap
278,13,"Step 13: Binary Trees [Traversals, Medium and Hard Problems]",1,1. Traversals,Binary Tree Traversals in Binary Tree,Easy,"Binary Tree, Data Structures",Not Started,,,,https://takeuforward.org/binary-tree/binary-tree-traversal-inorder-preorder-postorder/,https://www.youtube.com/watch?v=jmy0LaGET1I,,,https://www.codingninjas.com/codestudio/problems/tree-traversal_981269,,,,,,1176,takeuforward roadmap
279,13,"Step 13: Binary Trees [Traversals, Medium and Hard Problems]",1,1. Traversals,Preorder Traversal of Binary Tree,Easy,"Binary Tree, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/preorder-traversal-of-binary-tree/,https://www.youtube.com/watch?v=RlUu72JrOCQ,https://leetcode.com/problems/binary-tree-preorder-traversal/,https://www.geeksforgeeks.org/problems/preorder-traversal/1,https://www.codingninjas.com/studio/problems/preorder-binary-tree_5948,https://takeuforward.org/plus/dsa/problems/preorder-traversal,,,,,1258,takeuforward roadmap
280,13,"Step 13: Binary Trees [Traversals, Medium and Hard Problems]",1,1. Traversals,Inorder Traversal of Binary Tree,Easy,"Binary Tree, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/inorder-traversal-of-binary-tree/,https://www.youtube.com/watch?v=Z_NEgBgbRVI,https://leetcode.com/problems/binary-tree-inorder-traversal/,https://www.geeksforgeeks.org/problems/inorder-traversal/1,https://www.codingninjas.com/studio/problems/inorder-traversal_3839605,https://takeuforward.org/plus/dsa/problems/inorder-traversal,,,,,1262,takeuforward roadmap
281,13,"Step 13: Binary Trees [Traversals, Medium and Hard Problems]",1,1. Traversals,Post-order Traversal of Binary Tree,Easy,"Binary Tree, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/post-order-traversal-of-binary-tree/,https://www.youtube.com/watch?v=COQOU6klsBg,https://leetcode.com/problems/binary-tree-postorder-traversal/,https://www.geeksforgeeks.org/problems/postorder-traversal/1,https://www.codingninjas.com/studio/problems/postorder-traversal_2035933,https://takeuforward.org/plus/dsa/problems/postorder-traversal,,,,,1137,takeuforward roadmap
282,13,"Step 13: Binary Trees [Traversals, Medium and Hard Problems]",1,1. Traversals,Level order Traversal / Level order traversal in spiral form,Easy,"Binary Tree, Data Structures",Not Started,,,,https://takeuforward.org/data-structure/level-order-traversal-of-a-binary-tree/,https://www.youtube.com/watch?v=EoAsWbO7sqg,https://leetcode.com/problems/binary-tree-level-order-traversal/,https://www.geeksforgeeks.org/problems/level-order-traversal-in-spiral-form/1,https://www.codingninjas.com/studio/problems/zigzag-binary-tree-traversal_920532,https://takeuforward.org/plus/dsa/problems/level-order-traversal,,,,,1129,takeuforward roadmap
